554e7e9189e04bb925684d404f4e34fb,Legal IT,Frayman Group Helps Stikeman Elliott Automate Business Intake: http://t.co/H7Vm0DP1 #LegalIT @thefraymangroup
554e7e9189e04bb925684d404f4e34fb,Legal IT,'Seyfarth Shaw Selects Frayman Group for Business Intake, Conflicts Mgt &amp; Ethical Walls: http://t.co/4KV6NLLg #LegalIT @thefraymangroup'
