fd88e8bbf5039fed7ffc7da33d1546bd,Rick Mathieson,Hard rockers The Darkness launch #augmented reality app http://t.co/XT3QDNUi #ar @mozesinc @dgp
fd88e8bbf5039fed7ffc7da33d1546bd,Rick Mathieson,New app synchronizes all the mobile phones at a concert for a light &amp; sound show http://t.co/hCdAgR06 #concerts #music @mozesinc @dgp
