fd88e8bbf5039fed7ffc7da33d01fee3,aaron block,.@bayru slaughtering records again this week!  congratulations and great job to the entire team!!
fd88e8bbf5039fed7ffc7da33d01fee3,Bryan Rakowski,'@aaronnblock @bayru congrats, man!! Keep on killin'' it!'
