.decimal,554e7e9189e04bb925684d404f8cf108,2007,$6.6 million
(Add)ventures,554e7e9189e04bb925684d404f8cf108,2007,$3.5 million
@Properties,554e7e9189e04bb925684d404f8cf108,2007,$40.4 million
1st American Card Service,554e7e9189e04bb925684d404f8cf108,2007,$12 million
1st in Video - Music World,554e7e9189e04bb925684d404f8cf108,2007,$9.5 million
24-7 BrightStar Healthcare,554e7e9189e04bb925684d404f8cf108,2007,$3.5 million
2nd Wind Exercise Equipment,554e7e9189e04bb925684d404f8cf108,2007,$91.4 million
308 Systems,554e7e9189e04bb925684d404f8cf108,2007,$2.4 million
3t Systems,554e7e9189e04bb925684d404f8cf108,2007,$32 million
5.11 Inc.,554e7e9189e04bb925684d404f8cf108,2007,$54.3 million
5Linx Enterprises,554e7e9189e04bb925684d404f8cf108,2007,$12.5 million
5W Public Relations,554e7e9189e04bb925684d404f8cf108,2007,$9.3 million
A City Discount,554e7e9189e04bb925684d404f8cf108,2007,$12.3 million
A Place for Mom,554e7e9189e04bb925684d404f8cf108,2007,$11.9 million
A-P-T Research,554e7e9189e04bb925684d404f8cf108,2007,$11.2 million
A-T Solutions,554e7e9189e04bb925684d404f8cf108,2007,$17.5 million
A+ Mortgage Services,554e7e9189e04bb925684d404f8cf108,2007,$239.3 million
A2Z,554e7e9189e04bb925684d404f8cf108,2007,$2.5 million
Aarcher,554e7e9189e04bb925684d404f8cf108,2007,$3.9 million
Aaron Oil Company,554e7e9189e04bb925684d404f8cf108,2007,$25.1 million
'Aaron''s',554e7e9189e04bb925684d404f8cf108,2007,$5 million
'Aaron''s Sales & Lease Ownership (Iowa)',554e7e9189e04bb925684d404f8cf108,2007,$12.6 million
Abacus 24-7,554e7e9189e04bb925684d404f8cf108,2007,$5.3 million
ABC Supply,554e7e9189e04bb925684d404f8cf108,2007,$3 billion
Abdon Callais Offshore,554e7e9189e04bb925684d404f8cf108,2007,$88.3 million
ABP Technology,554e7e9189e04bb925684d404f8cf108,2007,$6.1 million
Abraxas,554e7e9189e04bb925684d404f8cf108,2007,$46.9 million
Absolute Automation Systems,554e7e9189e04bb925684d404f8cf108,2007,$7.2 million
'Absorbent, Ink.',554e7e9189e04bb925684d404f8cf108,2007,$3.4 million
Acadian Companies,554e7e9189e04bb925684d404f8cf108,2007,$198.2 million
Acadient,554e7e9189e04bb925684d404f8cf108,2007,$3.9 million
Acceleration,554e7e9189e04bb925684d404f8cf108,2007,$3.5 million
Acceller,554e7e9189e04bb925684d404f8cf108,2007,$10.2 million
Accent Marketing Services,554e7e9189e04bb925684d404f8cf108,2007,$84.9 million
Access Family Services,554e7e9189e04bb925684d404f8cf108,2007,$4.4 million
Access Insurance Holdings,554e7e9189e04bb925684d404f8cf108,2007,$6.6 million
Accolo,554e7e9189e04bb925684d404f8cf108,2007,$5.3 million
AccountAbility Outsourcing,554e7e9189e04bb925684d404f8cf108,2007,$3.1 million
Accounting Management Solutions,554e7e9189e04bb925684d404f8cf108,2007,$8.2 million
Accreditation Commission for Health Care,554e7e9189e04bb925684d404f8cf108,2007,$2.4 million
Accuray,554e7e9189e04bb925684d404f8cf108,2007,$32.8 million
Accuro Healthcare Solutions,554e7e9189e04bb925684d404f8cf108,2007,$56 million
Accuvant,554e7e9189e04bb925684d404f8cf108,2007,$73.3 million
Ace Holding,554e7e9189e04bb925684d404f8cf108,2007,$130.4 million
Achieve3000,554e7e9189e04bb925684d404f8cf108,2007,$9.5 million
ACP Direct,554e7e9189e04bb925684d404f8cf108,2007,$6 million
Acquity Group,554e7e9189e04bb925684d404f8cf108,2007,$35.8 million
ACS Services,554e7e9189e04bb925684d404f8cf108,2007,$2.7 million
Action Mailing Services,554e7e9189e04bb925684d404f8cf108,2007,$6 million
Acuity Solutions,554e7e9189e04bb925684d404f8cf108,2007,$13 million
Ad-Base Systems,554e7e9189e04bb925684d404f8cf108,2007,$17.1 million
Adaptive Materials,554e7e9189e04bb925684d404f8cf108,2007,$4.1 million
Adayana,554e7e9189e04bb925684d404f8cf108,2007,$12.9 million
ADC Integrated Systems,554e7e9189e04bb925684d404f8cf108,2007,$3.4 million
'Adcock''s Electric, Alarms & Controls',554e7e9189e04bb925684d404f8cf108,2007,$8.6 million
Adcolor,554e7e9189e04bb925684d404f8cf108,2007,$5.2 million
Addison Search,554e7e9189e04bb925684d404f8cf108,2007,$30.8 million
Addx,554e7e9189e04bb925684d404f8cf108,2007,$4.6 million
Adex,554e7e9189e04bb925684d404f8cf108,2007,$63.9 million
AdminServer,554e7e9189e04bb925684d404f8cf108,2007,$24.2 million
Adnet Technologies,554e7e9189e04bb925684d404f8cf108,2007,$5.7 million
ADPERIO,554e7e9189e04bb925684d404f8cf108,2007,$14.1 million
ADSnetcurve,554e7e9189e04bb925684d404f8cf108,2007,$3 million
Advance Drum Service,554e7e9189e04bb925684d404f8cf108,2007,$2.9 million
Advanced Correctional Healthcare,554e7e9189e04bb925684d404f8cf108,2007,$9.7 million
Advanced Equities Financial,554e7e9189e04bb925684d404f8cf108,2007,$197.5 million
Advanced Federal Services,554e7e9189e04bb925684d404f8cf108,2007,$13.8 million
Advanced Financial Services,554e7e9189e04bb925684d404f8cf108,2007,$74 million
Advanced Global Communications,554e7e9189e04bb925684d404f8cf108,2007,$4.6 million
Advanced Health Media,554e7e9189e04bb925684d404f8cf108,2007,$221.4 million
Advanced Laser Machining,554e7e9189e04bb925684d404f8cf108,2007,$9.5 million
Advanced Lubrication Specialties,554e7e9189e04bb925684d404f8cf108,2007,$93.4 million
Advanced Photonix,554e7e9189e04bb925684d404f8cf108,2007,$24.2 million
Advanced Planning Services,554e7e9189e04bb925684d404f8cf108,2007,$23.5 million
Advanced Waste Services,554e7e9189e04bb925684d404f8cf108,2007,$20 million
AdvancedMD Software,554e7e9189e04bb925684d404f8cf108,2007,$9.4 million
AdvancedMD Software,554e7e9189e04bb925684d404f8cf108,2007,$9.4 million
Advantage Maintenance,554e7e9189e04bb925684d404f8cf108,2007,$4.1 million
Advectis,554e7e9189e04bb925684d404f8cf108,2007,$5.8 million
Advent Design,554e7e9189e04bb925684d404f8cf108,2007,$13 million
Advocate Networks,554e7e9189e04bb925684d404f8cf108,2007,$4 million
AEE Solar,554e7e9189e04bb925684d404f8cf108,2007,$28.2 million
AEgis Technologies Group,554e7e9189e04bb925684d404f8cf108,2007,$28.8 million
Aerospace & Commercial Technologies,554e7e9189e04bb925684d404f8cf108,2007,$5 million
Affiniscape,554e7e9189e04bb925684d404f8cf108,2007,$3 million
AgencyPort Insurance Services,554e7e9189e04bb925684d404f8cf108,2007,$10.1 million
Agentek,554e7e9189e04bb925684d404f8cf108,2007,$2.1 million
Agile Business Media,554e7e9189e04bb925684d404f8cf108,2007,$3.3 million
Agility Mfg,554e7e9189e04bb925684d404f8cf108,2007,$3.2 million
Agility Networks,554e7e9189e04bb925684d404f8cf108,2007,$4.3 million
