fd88e8bbf5039fed7ffc7da33d133628,Robin Shallow,'RT @MeetMeCorp: MeetMe, Inc. CEO John Abbott &amp; COO Geoff Cook to present at Rodman &amp; Renshaw &amp; ThinkEquity conferences in NY ...'
fd88e8bbf5039fed7ffc7da33d133628,SocialMobilePayments,RT @MeetMeCorp: MeetMe (MEET: NYSE MKT) has appointed Steven M. Besbeck to its Board as a Director and will Chair the Audit Committee. h ...
