fd88e8bbf5039fed7ffc7da33d19d4f6,Gustavo Valbuena,Incorporating to @SpringWireless with all my energy in this new challenge.
fd88e8bbf5039fed7ffc7da33d19d4f6,Gustavo Valbuena,'New business, new life. #tech_rules @SpringWireless'
