.decimal	554e7e9189e04bb925684d404f8cf108	2007	'$6.6 million	http://www.inc.com/inc5000/profile/decimal	FL	500%'
(Add)ventures	554e7e9189e04bb925684d404f8cf108	2007	'$3.5 million	http://www.inc.com/inc5000/profile/addventures	RI	99%'
@Properties	554e7e9189e04bb925684d404f8cf108	2007	'$40.4 million	http://www.inc.com/inc5000/profile/@properties	IL	244%'
1st American Card Service	554e7e9189e04bb925684d404f8cf108	2007	'$12 million	http://www.inc.com/inc5000/profile/1st-american-card-service	CA	1,100%'
1st in Video - Music World	554e7e9189e04bb925684d404f8cf108	2007	'$9.5 million	http://www.inc.com/inc5000/profile/1st-in-video---music-world	IL	155%'
24-7 BrightStar Healthcare	554e7e9189e04bb925684d404f8cf108	2007	'$3.5 million	http://www.inc.com/inc5000/profile/24-7-brightstar-healthcare	IL	161%'
2nd Wind Exercise Equipment	554e7e9189e04bb925684d404f8cf108	2007	'$91.4 million	http://www.inc.com/inc5000/profile/2nd-wind-exercise-equipment	MN	123%'
308 Systems	554e7e9189e04bb925684d404f8cf108	2007	'$2.4 million	http://www.inc.com/inc5000/profile/308-systems	CO	256%'
3t Systems	554e7e9189e04bb925684d404f8cf108	2007	'$32 million	http://www.inc.com/inc5000/profile/3t-systems	CO	247%'
5.11 Inc.	554e7e9189e04bb925684d404f8cf108	2007	'$54.3 million	http://www.inc.com/inc5000/profile/511-inc	CA	1,039%'
5Linx Enterprises	554e7e9189e04bb925684d404f8cf108	2007	'$12.5 million	http://www.inc.com/inc5000/profile/5linx-enterprises	NY	807%'
5W Public Relations	554e7e9189e04bb925684d404f8cf108	2007	'$9.3 million	http://www.inc.com/inc5000/profile/5w-public-relations	NY	1,301%'
A City Discount	554e7e9189e04bb925684d404f8cf108	2007	'$12.3 million	http://www.inc.com/inc5000/profile/a-city-discount	GA	231%'
A Place for Mom	554e7e9189e04bb925684d404f8cf108	2007	'$11.9 million	http://www.inc.com/inc5000/profile/a-place-for-mom	WA	276%'
A-P-T Research	554e7e9189e04bb925684d404f8cf108	2007	'$11.2 million	http://www.inc.com/inc5000/profile/a-p-t-research	AL	65%'
A-T Solutions	554e7e9189e04bb925684d404f8cf108	2007	'$17.5 million	http://www.inc.com/inc5000/profile/a-t-solutions	VA	1,271%'
A+ Mortgage Services	554e7e9189e04bb925684d404f8cf108	2007	'$239.3 million	http://www.inc.com/inc5000/profile/a-mortgage-services	WI	143%'
A2Z	554e7e9189e04bb925684d404f8cf108	2007	'$2.5 million	http://www.inc.com/inc5000/profile/a2z	MD	195%'
Aarcher	554e7e9189e04bb925684d404f8cf108	2007	'$3.9 million	http://www.inc.com/inc5000/profile/aarcher	MD	172%'
Aaron Oil Company	554e7e9189e04bb925684d404f8cf108	2007	'$25.1 million	http://www.inc.com/inc5000/profile/aaron-oil-company	AL	49%'
'Aaron''s'	554e7e9189e04bb925684d404f8cf108	2007	'$5 million	http://www.inc.com/inc5000/profile/aarons	PA	124%'
'Aaron''s Sales & Lease Ownership (Iowa)'	554e7e9189e04bb925684d404f8cf108	2007	'$12.6 million	http://www.inc.com/inc5000/profile/aarons-sales-lease-ownership-iowa	IA	124%'
Abacus 24-7	554e7e9189e04bb925684d404f8cf108	2007	'$5.3 million	http://www.inc.com/inc5000/profile/abacus-24-7	AZ	323%'
ABC Supply	554e7e9189e04bb925684d404f8cf108	2007	'$3 billion	http://www.inc.com/inc5000/profile/abc-supply	WI	67%'
Abdon Callais Offshore	554e7e9189e04bb925684d404f8cf108	2007	'$88.3 million	http://www.inc.com/inc5000/profile/abdon-callais-offshore	LA	214%'
ABP Technology	554e7e9189e04bb925684d404f8cf108	2007	'$6.1 million	http://www.inc.com/inc5000/profile/abp-technology	TX	572%'
Abraxas	554e7e9189e04bb925684d404f8cf108	2007	'$46.9 million	http://www.inc.com/inc5000/profile/abraxas	VA	486%'
Absolute Automation Systems	554e7e9189e04bb925684d404f8cf108	2007	'$7.2 million	http://www.inc.com/inc5000/profile/absolute-automation-systems	WI	65%'
Absorbent, Ink.	554e7e9189e04bb925684d404f8cf108	2007	'$3.4 million	http://www.inc.com/inc5000/profile/absorbent-ink	KS	1,028%'
Acadian Companies	554e7e9189e04bb925684d404f8cf108	2007	'$198.2 million	http://www.inc.com/inc5000/profile/acadian-companies	LA	45%'
Acadient	554e7e9189e04bb925684d404f8cf108	2007	'$3.9 million	http://www.inc.com/inc5000/profile/acadient	MA	201%'
Acceleration	554e7e9189e04bb925684d404f8cf108	2007	'$3.5 million	http://www.inc.com/inc5000/profile/acceleration	NY	293%'
Acceller	554e7e9189e04bb925684d404f8cf108	2007	'$10.2 million	http://www.inc.com/inc5000/profile/acceller	FL	2,225%'
Accent Marketing Services	554e7e9189e04bb925684d404f8cf108	2007	'$84.9 million	http://www.inc.com/inc5000/profile/accent-marketing-services	IN	84%'
Access Family Services	554e7e9189e04bb925684d404f8cf108	2007	'$4.4 million	http://www.inc.com/inc5000/profile/access-family-services	NC	150%'
Access Insurance Holdings	554e7e9189e04bb925684d404f8cf108	2007	'$6.6 million	http://www.inc.com/inc5000/profile/access-insurance-holdings	GA	200%'
Accolo	554e7e9189e04bb925684d404f8cf108	2007	'$5.3 million	http://www.inc.com/inc5000/profile/accolo	CA	2,565%'
AccountAbility Outsourcing	554e7e9189e04bb925684d404f8cf108	2007	'$3.1 million	http://www.inc.com/inc5000/profile/accountability-outsourcing	MA	644%'
Accounting Management Solutions	554e7e9189e04bb925684d404f8cf108	2007	'$8.2 million	http://www.inc.com/inc5000/profile/accounting-management-solutions	MA	498%'
Accreditation Commission for Health Care	554e7e9189e04bb925684d404f8cf108	2007	'$2.4 million	http://www.inc.com/inc5000/profile/accreditation-commission-for-health-care	NC	153%'
Accuray	554e7e9189e04bb925684d404f8cf108	2007	'$32.8 million	http://www.inc.com/inc5000/profile/accuray	CA	1,109%'
Accuro Healthcare Solutions	554e7e9189e04bb925684d404f8cf108	2007	'$56 million	http://www.inc.com/inc5000/profile/accuro-healthcare-solutions	TX	281%'
Accuvant	554e7e9189e04bb925684d404f8cf108	2007	'$73.3 million	http://www.inc.com/inc5000/profile/accuvant	CO	1,018%'
Ace Holding	554e7e9189e04bb925684d404f8cf108	2007	'$130.4 million	http://www.inc.com/inc5000/profile/ace-holding	IN	189%'
Achieve3000	554e7e9189e04bb925684d404f8cf108	2007	'$9.5 million	http://www.inc.com/inc5000/profile/achieve3000	NJ	552%'
ACP Direct	554e7e9189e04bb925684d404f8cf108	2007	'$6 million	http://www.inc.com/inc5000/profile/acp-direct	TX	309%'
Acquity Group	554e7e9189e04bb925684d404f8cf108	2007	'$35.8 million	http://www.inc.com/inc5000/profile/acquity-group	IL	334%'
ACS Services	554e7e9189e04bb925684d404f8cf108	2007	'$2.7 million	http://www.inc.com/inc5000/profile/acs-services	MA	200%'
Action Mailing Services	554e7e9189e04bb925684d404f8cf108	2007	'$6 million	http://www.inc.com/inc5000/profile/action-mailing-services	MN	70%'
Acuity Solutions	554e7e9189e04bb925684d404f8cf108	2007	'$13 million	http://www.inc.com/inc5000/profile/acuity-solutions	FL	322%'
Ad-Base Systems	554e7e9189e04bb925684d404f8cf108	2007	'$17.1 million	http://www.inc.com/inc5000/profile/ad-base-systems	PA	258%'
Adaptive Materials	554e7e9189e04bb925684d404f8cf108	2007	'$4.1 million	http://www.inc.com/inc5000/profile/adaptive-materials	MI	275%'
Adayana	554e7e9189e04bb925684d404f8cf108	2007	'$12.9 million	http://www.inc.com/inc5000/profile/adayana	IN	794%'
ADC Integrated Systems	554e7e9189e04bb925684d404f8cf108	2007	'$3.4 million	http://www.inc.com/inc5000/profile/adc-integrated-systems	TN	69%'
'Adcock''s Electric, Alarms & Controls'	554e7e9189e04bb925684d404f8cf108	2007	'$8.6 million	http://www.inc.com/inc5000/profile/adcocks-electric-alarms-controls	MD	85%'
Adcolor	554e7e9189e04bb925684d404f8cf108	2007	'$5.2 million	http://www.inc.com/inc5000/profile/adcolor	KY	46%'
Addison Search	554e7e9189e04bb925684d404f8cf108	2007	'$30.8 million	http://www.inc.com/inc5000/profile/addison-search	IL	247%'
Addx	554e7e9189e04bb925684d404f8cf108	2007	'$4.6 million	http://www.inc.com/inc5000/profile/addx	VA	820%'
Adex	554e7e9189e04bb925684d404f8cf108	2007	'$63.9 million	http://www.inc.com/inc5000/profile/adex	GA	677%'
AdminServer	554e7e9189e04bb925684d404f8cf108	2007	'$24.2 million	http://www.inc.com/inc5000/profile/adminserver	PA	427%'
Adnet Technologies	554e7e9189e04bb925684d404f8cf108	2007	'$5.7 million	http://www.inc.com/inc5000/profile/adnet-technologies	CT	97%'
ADPERIO	554e7e9189e04bb925684d404f8cf108	2007	'$14.1 million	http://www.inc.com/inc5000/profile/adperio	CO	298%'
ADSnetcurve	554e7e9189e04bb925684d404f8cf108	2007	'$3 million	http://www.inc.com/inc5000/profile/adsnetcurve	KY	97%'
Advance Drum Service	554e7e9189e04bb925684d404f8cf108	2007	'$2.9 million	http://www.inc.com/inc5000/profile/advance-drum-service	GA	165%'
