 Vista Engineering Technologies,554e7e9189e04bb925684d404f8cfb89,2008,$10.6 million
.decimal,554e7e9189e04bb925684d404f8cfb89,2008,$10 million
(Add)ventures,554e7e9189e04bb925684d404f8cfb89,2008,$3.7 million
(R)evolution Partners,554e7e9189e04bb925684d404f8cfb89,2008,$3.4 million
21st Century Biochemicals,554e7e9189e04bb925684d404f8cfb89,2008,$2.5 million
3K Technologies,554e7e9189e04bb925684d404f8cfb89,2008,$4.6 million
3t Systems,554e7e9189e04bb925684d404f8cfb89,2008,$40.8 million
5280 Digital,554e7e9189e04bb925684d404f8cfb89,2008,$8.8 million
5Linx Enterprises,554e7e9189e04bb925684d404f8cfb89,2008,$25 million
5W Public Relations,554e7e9189e04bb925684d404f8cfb89,2008,$12.4 million
A Place for Mom,554e7e9189e04bb925684d404f8cfb89,2008,$17.1 million
A-T Solutions,554e7e9189e04bb925684d404f8cfb89,2008,$34 million
A+ Mortgage Services,554e7e9189e04bb925684d404f8cfb89,2008,$243 million
A2Z,554e7e9189e04bb925684d404f8cfb89,2008,$3.4 million
Aarcher,554e7e9189e04bb925684d404f8cfb89,2008,$4.6 million
Abacus 24-7,554e7e9189e04bb925684d404f8cfb89,2008,$7.4 million
ABB Concise,554e7e9189e04bb925684d404f8cfb89,2008,$303.7 million
ABEC Electric Company,554e7e9189e04bb925684d404f8cfb89,2008,$13.7 million
Able Information Technologies,554e7e9189e04bb925684d404f8cfb89,2008,$16.8 million
Abraxas,554e7e9189e04bb925684d404f8cfb89,2008,$63.1 million
Absolute Concrete Construction,554e7e9189e04bb925684d404f8cfb89,2008,$8.3 million
'Absorbent, Ink.',554e7e9189e04bb925684d404f8cfb89,2008,$4.9 million
Ac Factory Outlet,554e7e9189e04bb925684d404f8cfb89,2008,$2.4 million
Acadian Companies,554e7e9189e04bb925684d404f8cfb89,2008,$237.5 million
Accelera Solutions,554e7e9189e04bb925684d404f8cfb89,2008,$12.6 million
Accelerate,554e7e9189e04bb925684d404f8cfb89,2008,$2.4 million
Accent Marketing Services,554e7e9189e04bb925684d404f8cfb89,2008,$113 million
Access Computer Floors,554e7e9189e04bb925684d404f8cfb89,2008,$2.6 million
Access Family Services,554e7e9189e04bb925684d404f8cfb89,2008,$5.1 million
Access Insurance Holdings,554e7e9189e04bb925684d404f8cfb89,2008,$7.5 million
Access Technologies,554e7e9189e04bb925684d404f8cfb89,2008,$4 million
Acclaim Technical Services,554e7e9189e04bb925684d404f8cfb89,2008,$39.8 million
AccountAbility Outsourcing,554e7e9189e04bb925684d404f8cfb89,2008,$5.2 million
Accounting Management Solutions,554e7e9189e04bb925684d404f8cfb89,2008,$11.5 million
AccruePartners,554e7e9189e04bb925684d404f8cfb89,2008,$4.9 million
Accuvant,554e7e9189e04bb925684d404f8cfb89,2008,$110.5 million
ACFN Franchised,554e7e9189e04bb925684d404f8cfb89,2008,$5.8 million
Achieve Internet,554e7e9189e04bb925684d404f8cfb89,2008,$2.9 million
Achieve3000,554e7e9189e04bb925684d404f8cfb89,2008,$14.3 million
ACI Estate,554e7e9189e04bb925684d404f8cfb89,2008,$11.6 million
Acquity Group,554e7e9189e04bb925684d404f8cfb89,2008,$57.2 million
Acronis,554e7e9189e04bb925684d404f8cfb89,2008,$92.1 million
ActiFi,554e7e9189e04bb925684d404f8cfb89,2008,$4.2 million
Action Resources,554e7e9189e04bb925684d404f8cfb89,2008,$28.8 million
Actronix,554e7e9189e04bb925684d404f8cfb89,2008,$25.1 million
Acuity Solutions,554e7e9189e04bb925684d404f8cfb89,2008,$26.7 million
ACULIS,554e7e9189e04bb925684d404f8cfb89,2008,$5.6 million
ACULIS,554e7e9189e04bb925684d404f8cfb89,2008,$5.6 million
Acusis,554e7e9189e04bb925684d404f8cfb89,2008,$15.5 million
Adaequare,554e7e9189e04bb925684d404f8cfb89,2008,$13.5 million
'Adams, Evens & Ross',554e7e9189e04bb925684d404f8cfb89,2008,$4.3 million
Adaptive Materials,554e7e9189e04bb925684d404f8cfb89,2008,$4.9 million
Adaptive Solutions,554e7e9189e04bb925684d404f8cfb89,2008,$4 million
Adayana,554e7e9189e04bb925684d404f8cfb89,2008,$19 million
AdBrite,554e7e9189e04bb925684d404f8cfb89,2008,$31.4 million
Addison Search,554e7e9189e04bb925684d404f8cfb89,2008,$56.1 million
Addx,554e7e9189e04bb925684d404f8cfb89,2008,$10.2 million
Aditi Technologies,554e7e9189e04bb925684d404f8cfb89,2008,$54.5 million
Adlucent,554e7e9189e04bb925684d404f8cfb89,2008,$2.7 million
AdminServer,554e7e9189e04bb925684d404f8cfb89,2008,$40.9 million
Adolfson & Peterson Construction,554e7e9189e04bb925684d404f8cfb89,2008,$799 million
ADPERIO,554e7e9189e04bb925684d404f8cfb89,2008,$19.5 million
Advanced Educational Products,554e7e9189e04bb925684d404f8cfb89,2008,$7.2 million
