554e7e9189e04bb925684d404ffe5952,beth_lingard,'Congratulations @AnswerLab! Number 1788 on the 2012 Inc. 5000 List of America''s Fastest Growing Companies. http://t.co/K4bS26ch via @Inc'
554e7e9189e04bb925684d404ffe5952,Jerry T,'RT @robsondealmeida Bootstrapped, Profitable, &amp;amp; Proud: @answerlab http://t.co/WOMeO7JO #startup #bootstrap'
