(Add)ventures	554e7e9189e04bb925684d404f8d16dd	2011	'$5.8 million	http://www.inc.com/inc5000/profile/addventures	RI	56%'
110 Consulting	554e7e9189e04bb925684d404f8d16dd	2011	'$7.1 million	http://www.inc.com/inc5000/profile/110-consulting	WA	1,045%'
123 Exteriors	554e7e9189e04bb925684d404f8d16dd	2011	'$7.4 million	http://www.inc.com/inc5000/profile/123-exteriors	IL	134%'
1st Merchant Funding	554e7e9189e04bb925684d404f8d16dd	2011	'$3.6 million	http://www.inc.com/inc5000/profile/1st-merchant-funding	FL	2,717%'
206inc	554e7e9189e04bb925684d404f8d16dd	2011	'$8.8 million	http://www.inc.com/inc5000/profile/206inc	WA	241%'
2HB Software Designs	554e7e9189e04bb925684d404f8d16dd	2011	'$3.4 million	http://www.inc.com/inc5000/profile/2hb-software-designs	MD	230%'
2Is	554e7e9189e04bb925684d404f8d16dd	2011	'$4.6 million	http://www.inc.com/inc5000/profile/2is	MA	100%'
3ality Digital	554e7e9189e04bb925684d404f8d16dd	2011	'$21.4 million	http://www.inc.com/inc5000/profile/3ality-digital	CA	909%'
3DCart	554e7e9189e04bb925684d404f8d16dd	2011	'$4.7 million	http://www.inc.com/inc5000/profile/3dcart	FL	322%'
3tailer	554e7e9189e04bb925684d404f8d16dd	2011	'$3.3 million	http://www.inc.com/inc5000/profile/3tailer	NC	1,346%'
3TIER	554e7e9189e04bb925684d404f8d16dd	2011	'$7.8 million	http://www.inc.com/inc5000/profile/3tier	WA	136%'
3VR	554e7e9189e04bb925684d404f8d16dd	2011	'$14.4 million	http://www.inc.com/inc5000/profile/3vr	CA	635%'
4moms	554e7e9189e04bb925684d404f8d16dd	2011	'$3.4 million	http://www.inc.com/inc5000/profile/4moms	PA	596%'
5AM Solutions	554e7e9189e04bb925684d404f8d16dd	2011	'$12.9 million	http://www.inc.com/inc5000/profile/5am-solutions	VA	269%'
5th Finger	554e7e9189e04bb925684d404f8d16dd	2011	'$2.6 million	http://www.inc.com/inc5000/profile/5th-finger	CA	1,752%'
