fd88e8bbf5039fed7ffc7da33d1d5a56,Asian Business ,'RT @mingAtT1M: .@the1stmovement Honored to be named @inc5000 fastest growing company in America, 3 years in a row! http://t.co/SVn3Gfz1'
fd88e8bbf5039fed7ffc7da33d1d5a56,Brian Midwin,'Congrats to @TravelStore and @The1stMovement for winning @TravelWeekly ''s "2012 Gold Magellan Award" for the new site http://t.co/hLPH7mi8'
fd88e8bbf5039fed7ffc7da33d1d5a56,Bryan Encina,'@the1stmovement Apparently, after great artists steal, they end up suing others who steal from them.'
fd88e8bbf5039fed7ffc7da33d1d5a56,Corey Hayes,'Congrats to @TravelStore and @The1stMovement team for winning @TravelWeekly''s "2012 Gold Magellan Award" for the new site...'
fd88e8bbf5039fed7ffc7da33d1d5a56,IMAColorado,'Congrats! RT @the1stmovement: Honored to be named @inc5000 fastest growing company in America, 3 years in a row! http://t.co/RPCHPFfy'
fd88e8bbf5039fed7ffc7da33d1d5a56,IMAColorado,RT @the1stmovement: Study shows social media usage surging at large companies http://t.co/TpiYLrhR
fd88e8bbf5039fed7ffc7da33d1d5a56,Michelle Luttman,'Have an option to work with a few great companies this semester for Design Systems, @DenverArtMuseum @the1stmovement and @fabrica'
fd88e8bbf5039fed7ffc7da33d1d5a56,Ming Chan,'.@the1stmovement Honored to be named @inc5000 fastest growing company in America, 3 years in a row! http://t.co/SVn3Gfz1'
fd88e8bbf5039fed7ffc7da33d1d5a56,Ricardo Diaz,'UICloud, #UI element designs search engine. http://t.co/On5IeTuK (via @the1stmovement)'
fd88e8bbf5039fed7ffc7da33d1d5a56,tim nolan,RT @the1stmovement: Responsive Web Design: A Paradigm Shift in the Industry [Infographic] http://t.co/P1UQXFBY
