(Add)ventures,554e7e9189e04bb925684d404f8d17f3,2012,$6.1 million
101 Mobility,554e7e9189e04bb925684d404f8d17f3,2012,$7 million
110 Consulting,554e7e9189e04bb925684d404f8d17f3,2012,$9 million
1st Merchant Funding,554e7e9189e04bb925684d404f8d17f3,2012,$4.8 million
206inc,554e7e9189e04bb925684d404f8d17f3,2012,$10.1 million
29 Prime,554e7e9189e04bb925684d404f8d17f3,2012,$6.4 million
2HB Software Designs,554e7e9189e04bb925684d404f8d17f3,2012,$4.5 million
360 Vantage,554e7e9189e04bb925684d404f8d17f3,2012,$4.3 million
3DCart,554e7e9189e04bb925684d404f8d17f3,2012,$7.3 million
41st Parameter,554e7e9189e04bb925684d404f8d17f3,2012,$12.9 million
4moms,554e7e9189e04bb925684d404f8d17f3,2012,$6.6 million
90octane,554e7e9189e04bb925684d404f8d17f3,2012,$4.2 million
A Wireless,554e7e9189e04bb925684d404f8d17f3,2012,$105.7 million
A-T Solutions,554e7e9189e04bb925684d404f8d17f3,2012,$169.1 million
A+ Government Solutions,554e7e9189e04bb925684d404f8d17f3,2012,$24.5 million
A10 Networks,554e7e9189e04bb925684d404f8d17f3,2012,$91.7 million
AA Metals,554e7e9189e04bb925684d404f8d17f3,2012,$101.5 million
AAA Movers,554e7e9189e04bb925684d404f8d17f3,2012,$6.1 million
AAC Enterprises,554e7e9189e04bb925684d404f8d17f3,2012,$2.6 million
Aardvark Event Logistics,554e7e9189e04bb925684d404f8d17f3,2012,$2.2 million
Aaron Oil Company,554e7e9189e04bb925684d404f8d17f3,2012,$48 million
'Aaron''s Sales & Lease Ownership (Iowa)',554e7e9189e04bb925684d404f8d17f3,2012,$51.5 million
AASKI Technology,554e7e9189e04bb925684d404f8d17f3,2012,$17.1 million
AB Staffing Solutions,554e7e9189e04bb925684d404f8d17f3,2012,$19.2 million
Abbyson Living,554e7e9189e04bb925684d404f8d17f3,2012,$25.5 million
ABC Supply,554e7e9189e04bb925684d404f8d17f3,2012,$4.6 billion
Absolute Concrete Construction,554e7e9189e04bb925684d404f8d17f3,2012,$14 million
Abyss Group,554e7e9189e04bb925684d404f8d17f3,2012,$3.1 million
Acadian Companies,554e7e9189e04bb925684d404f8d17f3,2012,$380.6 million
Accelerated Claims,554e7e9189e04bb925684d404f8d17f3,2012,$3.1 million
Accent Electronic Systems Integrators,554e7e9189e04bb925684d404f8d17f3,2012,$18.4 million
Access America Transport,554e7e9189e04bb925684d404f8d17f3,2012,$186.2 million
Access Media 3,554e7e9189e04bb925684d404f8d17f3,2012,$16.2 million
Accolade,554e7e9189e04bb925684d404f8d17f3,2012,$17.9 million
AccuCode,554e7e9189e04bb925684d404f8d17f3,2012,$25.8 million
Accunet Solutions,554e7e9189e04bb925684d404f8d17f3,2012,$43.1 million
Accurate Home Care,554e7e9189e04bb925684d404f8d17f3,2012,$38.2 million
Accuvant,554e7e9189e04bb925684d404f8d17f3,2012,$342.6 million
ACI Infotech,554e7e9189e04bb925684d404f8d17f3,2012,$2.4 million
Acquia,554e7e9189e04bb925684d404f8d17f3,2012,$21.8 million
Acquirent,554e7e9189e04bb925684d404f8d17f3,2012,$4 million
ACT Appraisal,554e7e9189e04bb925684d404f8d17f3,2012,$4 million
ActiFi,554e7e9189e04bb925684d404f8d17f3,2012,$4.3 million
Action Temporary Services,554e7e9189e04bb925684d404f8d17f3,2012,$9.7 million
Active Healthcare,554e7e9189e04bb925684d404f8d17f3,2012,$5.5 million
Active Website,554e7e9189e04bb925684d404f8d17f3,2012,$4.3 million
ActivEngage,554e7e9189e04bb925684d404f8d17f3,2012,$4.4 million
Acumen,554e7e9189e04bb925684d404f8d17f3,2012,$4 million
Adage Technologies,554e7e9189e04bb925684d404f8d17f3,2012,$3.5 million
Adams & Reese,554e7e9189e04bb925684d404f8d17f3,2012,$128 million
Adap.tv,554e7e9189e04bb925684d404f8d17f3,2012,$33.4 million
Adaptive Communications,554e7e9189e04bb925684d404f8d17f3,2012,$38 million
adaQuest,554e7e9189e04bb925684d404f8d17f3,2012,$6.2 million
Aden+Anais,554e7e9189e04bb925684d404f8d17f3,2012,$18.9 million
ADI Energy,554e7e9189e04bb925684d404f8d17f3,2012,$3.3 million
AdRoll,554e7e9189e04bb925684d404f8d17f3,2012,$12.4 million
Advance Financial,554e7e9189e04bb925684d404f8d17f3,2012,$26.8 million
Advanced BioEnergy,554e7e9189e04bb925684d404f8d17f3,2012,$571.7 million
Advanced Government Solutions,554e7e9189e04bb925684d404f8d17f3,2012,$6.8 million
Advanced Network Solutions,554e7e9189e04bb925684d404f8d17f3,2012,$7 million
Advanced Waste Services,554e7e9189e04bb925684d404f8d17f3,2012,$39.2 million
Advancial Mortgage,554e7e9189e04bb925684d404f8d17f3,2012,$3.1 million
Advantage Communications Group,554e7e9189e04bb925684d404f8d17f3,2012,$4.7 million
Advantage Media Group,554e7e9189e04bb925684d404f8d17f3,2012,$2.2 million
AdvantEdge Healthcare Solutions,554e7e9189e04bb925684d404f8d17f3,2012,$41.9 million
Advantis Global Services,554e7e9189e04bb925684d404f8d17f3,2012,$25.3 million
Advice Interactive Group,554e7e9189e04bb925684d404f8d17f3,2012,$2.4 million
Advisors Asset Management,554e7e9189e04bb925684d404f8d17f3,2012,$102.2 million
Advocate Home Care Services,554e7e9189e04bb925684d404f8d17f3,2012,$6.3 million
Aegis Mobile,554e7e9189e04bb925684d404f8d17f3,2012,$9.9 million
AEI,554e7e9189e04bb925684d404f8d17f3,2012,$49.3 million
Aeneas Internet and Telephone,554e7e9189e04bb925684d404f8d17f3,2012,$6.4 million
Aerodyn Engineering,554e7e9189e04bb925684d404f8d17f3,2012,$9.8 million
AES Logistics,554e7e9189e04bb925684d404f8d17f3,2012,$9.3 million
Affinion Group Holdings,554e7e9189e04bb925684d404f8d17f3,2012,$1.5 billion
AffiniPay,554e7e9189e04bb925684d404f8d17f3,2012,$4.8 million
Affirma Consulting,554e7e9189e04bb925684d404f8d17f3,2012,$5.6 million
Affordable Buttons,554e7e9189e04bb925684d404f8d17f3,2012,$3.5 million
Again Faster Equipment,554e7e9189e04bb925684d404f8d17f3,2012,$4.7 million
Against the Grain Gourmet,554e7e9189e04bb925684d404f8d17f3,2012,$3.3 million
Agent X,554e7e9189e04bb925684d404f8d17f3,2012,$4.9 million
Agilex,554e7e9189e04bb925684d404f8d17f3,2012,$85.1 million
Agility Mfg,554e7e9189e04bb925684d404f8d17f3,2012,$5.7 million
AGM Container Controls,554e7e9189e04bb925684d404f8d17f3,2012,$16.4 million
AHA!,554e7e9189e04bb925684d404f8d17f3,2012,$7.4 million
Ahead,554e7e9189e04bb925684d404f8d17f3,2012,$125.3 million
AIReS,554e7e9189e04bb925684d404f8d17f3,2012,$211.5 million
AirWatch,554e7e9189e04bb925684d404f8d17f3,2012,$21.7 million
Ajax Union,554e7e9189e04bb925684d404f8d17f3,2012,$2.1 million
Akcelerant Software,554e7e9189e04bb925684d404f8d17f3,2012,$12.7 million
AKQURACY,554e7e9189e04bb925684d404f8d17f3,2012,$6.1 million
Albeo Technologies,554e7e9189e04bb925684d404f8d17f3,2012,$10.6 million
ALCOVA Mortgage,554e7e9189e04bb925684d404f8d17f3,2012,$11 million
Aleva Stores,554e7e9189e04bb925684d404f8d17f3,2012,$13.5 million
Alex and Ani,554e7e9189e04bb925684d404f8d17f3,2012,$17.4 million
Alexander Technology Group,554e7e9189e04bb925684d404f8d17f3,2012,$6.5 million
All American Swim Supply,554e7e9189e04bb925684d404f8d17f3,2012,$3 million
All State Express Expedited Services,554e7e9189e04bb925684d404f8d17f3,2012,$19.6 million
Allconnect,554e7e9189e04bb925684d404f8d17f3,2012,$97.5 million
AllEarth Renewables,554e7e9189e04bb925684d404f8d17f3,2012,$20 million
Allegient,554e7e9189e04bb925684d404f8d17f3,2012,$17.6 million
Allegra Brands,554e7e9189e04bb925684d404f8d17f3,2012,$2.7 million
Allen & Shariff,554e7e9189e04bb925684d404f8d17f3,2012,$64.6 million
Allen Printing,554e7e9189e04bb925684d404f8d17f3,2012,$5.6 million
