1800,advertising
1800,ecommerce
1800,software
1800,other
1800,other
1800,advertising
1800,games_video
1802,biotech
1802,biotech
1807,web
1809,other
1823,cleantech
1825,enterprise
1831,other
1833,biotech
1835,other
1836,enterprise
1836,legal
1839,other
1840,web
1844,software
1847,enterprise
1847,biotech
1850,other
1851,other
1851,other
1853,other
1854,hardware
1854,enterprise
1854,other
1856,biotech
1857,other
1857,other
1859,security
1859,security
1861,other
1862,security
1862,other
1867,other
1868,other
1869,ecommerce
1870,advertising
1870,other
1870,other
1870,other
1871,other
1874,advertising
1876,software
1876,legal
1876,biotech
1876,mobile
1876,public_relations
1878,advertising
1878,other
1879,public_relations
1880,legal
1880,other
1881,web
1881,hardware
1882,security
1883,software
1884,other
1884,software
1884,other
1885,public_relations
1885,legal
1885,enterprise
1885,biotech
1885,mobile
1886,web
1886,biotech
1886,games_video
1887,public_relations
1887,ecommerce
1887,biotech
1888,enterprise
1890,public_relations
1890,other
1890,ecommerce
1891,other
1891,biotech
1891,other
1892,hardware
1892,biotech
1892,biotech
1895,education
1895,other
1896,enterprise
1896,other
1896,software
1896,enterprise
1897,other
1897,biotech
1897,search
1897,biotech
1897,biotech
1898,software
1898,other
1898,advertising
1898,cleantech
1898,public_relations
1899,consulting
1900,web
1901,other
1901,public_relations
1901,consulting
1901,other
1901,other
1901,other
1901,hardware
1902,biotech
1902,advertising
1902,biotech
1903,hardware
1903,other
1904,other
1905,biotech
1906,software
1906,hardware
1906,other
1906,other
1907,legal
1907,other
1907,legal
1907,advertising
1908,web
1909,search
1909,enterprise
1909,web
1910,ecommerce
1910,games_video
1910,other
1910,ecommerce
1910,ecommerce
1911,hardware
1911,cleantech
1911,advertising
1912,other
1912,web
1912,consulting
1912,consulting
1912,games_video
1914,other
1914,mobile
1915,games_video
1915,other
1915,ecommerce
1915,ecommerce
1916,cleantech
1916,biotech
1916,cleantech
1917,other
1917,other
1918,other
1918,web
1918,other
1919,other
1919,public_relations
1919,enterprise
1919,advertising
1920,cleantech
1920,other
1920,other
1920,cleantech
1921,cleantech
1921,other
1921,other
1921,hardware
1921,other
1921,ecommerce
1922,public_relations
1922,public_relations
1922,other
1922,enterprise
1923,other
1923,advertising
1923,public_relations
1923,hardware
1923,ecommerce
1924,ecommerce
1924,legal
1924,public_relations
1924,security
1925,other
1925,cleantech
1925,cleantech
1926,other
1926,consulting
1926,consulting
1926,hardware
1926,other
1927,other
1927,games_video
1927,other
1928,web
1928,legal
1928,legal
1928,mobile
1928,biotech
1928,other
1929,hardware
1929,biotech
1929,public_relations
1929,advertising
1930,games_video
1930,hardware
1930,semiconductor
1930,web
1930,other
1931,other
1931,other
1931,other
1931,other
1932,enterprise
1932,advertising
1933,public_relations
1933,enterprise
1933,other
1933,enterprise
1933,advertising
1933,other
1934,legal
1934,consulting
1934,other
1934,consulting
1935,other
1935,ecommerce
1935,ecommerce
1935,other
1935,advertising
1935,other
1936,public_relations
1936,hardware
1937,hardware
1938,other
1938,hardware
1938,ecommerce
1939,semiconductor
1939,ecommerce
1939,other
1939,ecommerce
1940,other
1940,games_video
1940,web
1940,biotech
1940,advertising
1940,biotech
1941,consulting
1941,consulting
1941,hardware
1941,hardware
1942,other
1942,other
1942,consulting
1942,games_video
1943,other
1943,hardware
1944,legal
1944,hardware
1945,enterprise
1945,hardware
1945,legal
1945,biotech
1945,other
1945,hardware
1945,software
1945,consulting
1946,web
1946,hardware
1946,legal
1946,other
1946,hardware
1946,other
1946,network_hosting
1946,other
1946,software
1946,consulting
1946,hardware
1946,search
1946,hardware
1947,biotech
1947,public_relations
1947,hardware
1947,other
1947,hardware
1947,other
1947,hardware
1947,other
1947,enterprise
1947,hardware
1947,network_hosting
1947,other
1947,other
1947,other
1947,other
1947,biotech
1948,software
1948,other
1948,enterprise
1948,cleantech
1948,biotech
1948,other
1948,other
1948,legal
1948,enterprise
1948,other
1949,ecommerce
1949,public_relations
1949,biotech
1949,public_relations
1949,other
1949,mobile
1949,other
1950,other
1950,other
1950,other
1951,biotech
1951,security
1951,semiconductor
1951,other
1951,ecommerce
1951,other
1951,other
1952,biotech
1952,other
1952,consulting
1953,other
1953,other
1953,other
1953,hardware
1953,other
1953,semiconductor
1953,consulting
1953,games_video
1954,enterprise
1954,public_relations
1954,other
1954,software
1954,hardware
1954,advertising
1954,public_relations
1955,other
1955,other
1955,software
1955,games_video
1955,ecommerce
1955,software
1955,hardware
1955,public_relations
1955,other
1955,other
1955,software
1955,other
1955,network_hosting
1955,other
1956,other
1956,public_relations
1956,biotech
1957,advertising
1957,other
1957,other
1957,other
1957,software
1957,legal
1957,other
1957,hardware
1958,advertising
1958,other
1958,ecommerce
1958,other
1958,consulting
1958,enterprise
1958,other
1958,other
1958,other
1958,other
1959,other
1959,semiconductor
1959,advertising
1959,semiconductor
1959,software
1959,enterprise
1959,software
1959,hardware
1959,consulting
1959,other
1960,other
1960,hardware
1960,legal
1960,semiconductor
1960,biotech
1960,hardware
1960,other
1960,semiconductor
1960,other
1960,biotech
1960,software
1960,biotech
1960,hardware
1960,hardware
1961,ecommerce
1961,network_hosting
1961,software
1961,ecommerce
1961,biotech
1961,ecommerce
1962,biotech
1962,ecommerce
1962,other
1962,ecommerce
1962,other
1962,other
1962,consulting
1962,ecommerce
1962,other
1962,other
1962,ecommerce
1962,other
1962,software
1963,legal
1963,software
1963,other
1963,ecommerce
1963,other
1963,software
1963,other
1963,network_hosting
1963,software
1963,enterprise
1963,other
1963,consulting
1963,other
1964,other
1964,legal
1964,consulting
1964,enterprise
1964,other
1964,other
1964,other
1964,web
1964,other
1964,consulting
1964,other
1964,software
1965,public_relations
1965,advertising
1965,security
1965,software
1965,public_relations
1965,other
1965,other
1965,advertising
1965,public_relations
1965,security
1965,games_video
1965,hardware
1965,cleantech
1965,public_relations
1966,legal
1966,semiconductor
1966,hardware
1966,biotech
1966,software
1966,consulting
1966,other
1966,web
1966,web
1967,enterprise
1967,web
1967,enterprise
1967,enterprise
1967,software
1967,software
1967,other
1967,other
1967,web
1967,other
1967,semiconductor
1967,public_relations
1967,advertising
1967,advertising
1967,other
1967,cleantech
1967,biotech
1967,software
1967,hardware
1967,public_relations
1967,other
1967,other
1967,games_video
1967,other
1967,other
1967,advertising
1967,software
1968,hardware
1968,software
1968,advertising
1968,consulting
1968,biotech
1968,software
1968,hardware
1968,semiconductor
1968,hardware
1968,other
1968,other
1968,other
1968,hardware
1968,enterprise
1968,other
1968,security
1968,hardware
1968,other
1968,enterprise
1968,web
1968,legal
1968,hardware
1968,cleantech
1968,hardware
1968,hardware
1968,software
1968,web
1968,software
1968,web
1968,other
1968,software
1969,consulting
1969,cleantech
1969,other
1969,ecommerce
1969,consulting
1969,ecommerce
1969,public_relations
1969,ecommerce
1969,web
1969,other
1969,hardware
1969,other
1969,ecommerce
1969,software
1969,games_video
1969,software
1969,other
1969,software
1969,hardware
1969,public_relations
1969,web
1969,consulting
1969,software
1969,legal
1969,semiconductor
1969,hardware
1969,software
1969,other
1969,consulting
1969,ecommerce
1969,public_relations
1969,ecommerce
1969,other
1969,ecommerce
1969,enterprise
1969,biotech
1969,consulting
1970,hardware
1970,ecommerce
1970,other
1970,hardware
1970,other
1970,cleantech
1970,ecommerce
1970,other
1970,other
1970,other
1970,other
1970,network_hosting
1970,software
1970,software
1970,other
1970,other
1970,semiconductor
1970,ecommerce
1970,software
1970,other
1970,other
