harpya,bb00443be334273f59d3ef19d1980387	Harpya	harpyas	2011	0
health-imaging-hub,bb00443be334273f59d3ef19d19ef36b	Health Imaging Hub	healthimghub	2008	0
healthcanal,bb00443be334273f59d3ef19d19fa9af	HealthCanal	healthcanal	2008	0
heliopower,bb00443be334273f59d3ef19d1a60a63	HelioPower	HelioPowerCo	2001	0
helix-wind,bb00443be334273f59d3ef19d1a692e1	Helix Wind	helixwind	2006	0
hop-cube,bb00443be334273f59d3ef19d1c215f9	Hop-Cube	hop_cube	2009	0
hurricane-wind-power,bb00443be334273f59d3ef19d1d5a4fb	Hurricane Wind Power	HurricanePower	2009	0
hydrostor,bb00443be334273f59d3ef19d1d78b1e	Hydrostor	hydrostor	2010	0
i-linc-technologies,bb00443be334273f59d3ef19d1dcf967	i-Linc Technologies	iLincTech	null	0
iamgreen,bb00443be334273f59d3ef19d1df844c	iamgreen	sayiamgreen	2009	0
identytech,bb00443be334273f59d3ef19d1ee3474	IdentyTech	Identytech	2010	0
idex-asa,bb00443be334273f59d3ef19d1eee148	IDEX ASA	idexasa	1996	0
idleair,bb00443be334273f59d3ef19d1eff36f	IdleAir	IdleAir	null	3000000
ievo,bb00443be334273f59d3ef19d1f1a7e3	ievo	ievoreader	2009	0
iguard,83097a0e1641e8eda5b5ac717e5d92b0	MediGuard	mediguard	2007	0
illustraetit,bb00443be334273f59d3ef19d1f9a029	Illustraetit	Illustraetit	1987	0
imagine-h2o,bb00443be334273f59d3ef19d1fc24d9	Imagine H2O	ImagineH2O	null	0
immunoscience-inc,'597e595b22c7371d2769eb1fa000e69b	ImmunoScience, Inc.	immunoscience	1994	0'
individual-designer-gearturbine-project,597e595b22c7371d2769eb1fa00f1495	Individual Designer - Gearturbine Project	gearturbine	1991	0
innovation-choice-group,597e595b22c7371d2769eb1fa02356aa	Innovation Choice Group	P2P_Research	2011	0
innovative-labs,597e595b22c7371d2769eb1fa0240a87	Innovative Labs	innovativelabs1	2007	0
inovus-solar,597e595b22c7371d2769eb1fa0260247	Inovus Solar	inovussolar	null	860000
intelen,597e595b22c7371d2769eb1fa0326434	Intelen	intelen	2009	0
intelen-com,597e595b22c7371d2769eb1fa0326753	Intelen.com	intelen	2009	0
intelligent-energy,597e595b22c7371d2769eb1fa0343d86	Intelligent Energy	intellenergy	2001	89970000
inventys-thermal-technologies,597e595b22c7371d2769eb1fa046d476	Inventys Thermal Technologies	inventysinc	null	0
isentio,597e595b22c7371d2769eb1fa0583c76	Isentio	isentio	2005	1500000
ist-energy,597e595b22c7371d2769eb1fa05b3fc7	IST Energy	IST_Energy	null	0
itera-international-energy,597e595b22c7371d2769eb1fa05f5645	Itera International Energy	IteraEnergy	null	0
j2p-usa,597e595b22c7371d2769eb1fa0699d4b	J2P USA	j2pusa	2012	0
janitorial-services,597e595b22c7371d2769eb1fa06e5b0e	Janitorial Services	greatjanitor	2001	0
jetlun-corporation,597e595b22c7371d2769eb1fa074b8ce	Jetlun Corporation	jetlun	null	0
justshareit,597e595b22c7371d2769eb1fa08bcf18	JustShareIt	justshareitnow	2011	500000
kavo-brazil,597e595b22c7371d2769eb1fa09831bd	Kavo Brazil	kavooficial	1960	0
kgm,597e595b22c7371d2769eb1fa0a25270	KGM	kgmwater	2009	0
