access-communications,5fae06029bbe793553b81c6aca0e08dd	Access Communications	AccessPR
advanced-visual-systems,5fae06029bbe793553b81c6aca30e31d	Advanced Visual Systems (AVS)	BizVizWiz
air-squared,5fae06029bbe793553b81c6aca4578c5	Air Squared	airsquared
allopass,5fae06029bbe793553b81c6aca58e313	Allopass	hhhhhoooooooooo
announcingit-com,5fae06029bbe793553b81c6aca7738ca	Announcingit Invitations & More	announcingit
apex-software,5fae06029bbe793553b81c6aca7eedd2	Apex Software	sknake
aria-systems-for-apparel-software,5fae06029bbe793553b81c6aca98a773	Aria systems for Apparel software	Aria_Systems
aricent,5fae06029bbe793553b81c6aca98d8cd	Aricent Group	Aricent
atg-arttechnologygroup,5fae06029bbe793553b81c6acaaf82d9	ATG (Art Technology Group)	atg_ecommerce
atlas-business-solutions,5fae06029bbe793553b81c6acab204a6	Atlas Business Solutions	AtlasBusSol
avg,5fae06029bbe793553b81c6acac65b44	AVG Technologies	OfficialAVGNews
babytel-inc,5fae06029bbe793553b81c6acad37184	babyTEL	babyTELme
bigbad,fb79c1faa23e6537889b8b58ca0111dc	BigBad	bigbadinc
boston-enet,fb79c1faa23e6537889b8b58ca394e7d	Boston ENET	bostonenet
chevalpub-com,fb79c1faa23e6537889b8b58caae0e73	ChevalPub.com	horsebiz
cinesite,fb79c1faa23e6537889b8b58cab9daa9	Cinesite	Cinesite
cintel-colombia,fb79c1faa23e6537889b8b58caba86d8	CINTEL Colombia	CINTELColombia
del-mar-datatrac,c61e6a5dd61ef3ac28d02c864e6957bb	Del Mar DataTrac	DelMarDatatrac
del-mar-datatrac,c61e6a5dd61ef3ac28d02c864edc9b5d	Del Mar DataTrac	DelMarDatatrac
digiteq-com,c61e6a5dd61ef3ac28d02c864e891f7f	digiteq.com	digiteqcom
digiteq-com,c61e6a5dd61ef3ac28d02c864efd236f	digiteq.com	digiteqcom
everest-group,4b9962595d7ff850d591b39c0096178a	Everest Group	EverestGroup
evs-translations,4b9962595d7ff850d591b39c009c5ff2	EVS Translations	EVSTranslations
fdm-group,4b9962595d7ff850d591b39c00c1026c	FDM Group	FDMGroupLtd
final-draft,4b9962595d7ff850d591b39c00cea251	Final Draft	finaldraftinc
fring,597e595b22c7371d2769eb1fa0786565	JMC	Nurulislam1978
