accountantsworld,5fae06029bbe793553b81c6aca104b7e	AccountantsWorld	powerpractice
acom-solutions,5fae06029bbe793553b81c6aca14a55e	ACOM Solutions	ACOMDocMgmt
asa-partners,5fae06029bbe793553b81c6acaa27556	ASA Partners	ASAPartners
bidnet,5fae06029bbe793553b81c6acafdcfa7	BidNet	BidAlerts
brass-agency,fb79c1faa23e6537889b8b58ca4376bd	Brass Agency	BrassAgency
city-index,fb79c1faa23e6537889b8b58cabf06a7	City Index	Josh_Cityindex
cms-products,fb79c1faa23e6537889b8b58caddf77e	CMS Products	cmsproducts
continuum,c61e6a5dd61ef3ac28d02c864e0c6c03	Continuum	_Continuum
data-incorporated,c61e6a5dd61ef3ac28d02c864e524c31	DATA Incorporated	datainc
data-incorporated,c61e6a5dd61ef3ac28d02c864ec5dcfd	DATA Incorporated	datainc
general-medicine-p-c,'bb00443be334273f59d3ef19d1321c76	General Medicine, P.C.	generalmedpc'
insurance-technologies-corp,597e595b22c7371d2769eb1fa02e13ee	Insurance Technologies Corp.	InsTechCorp
intechnology,597e595b22c7371d2769eb1fa02fb6d0	InTechnology	intechnology
intuit,597e595b22c7371d2769eb1fa044c428	Intuit	INTUITINC
kg-equipment-service,597e595b22c7371d2769eb1fa0a220d7	KG Equipment Service	KG_Equipment
lek,597e595b22c7371d2769eb1fa0c44d58	L.E.K. Consulting	lek_consulting
marshad-technology-group,83097a0e1641e8eda5b5ac717e413b49	marshad technology group	nealmarshad
public-radio-international,5885c8f942b2d53de0f9ff90e1242015	Public Radio International	pri
rustic-pathways,5885c8f942b2d53de0f9ff90e1ab4844	Rustic Pathways	RusticPathways
sand,5885c8f942b2d53de0f9ff90e1bbcc67	SAND	SANDTechnology
savvaidis-associates,5885c8f942b2d53de0f9ff90e1c41841	Savvaidis & Associates	savvaidis_ltd
siving-egil-kvaleberg,08ea75d0b39da8eeca1e9129c724ed78	Siving Egil Kvaleberg	kvaleberg
soltec-computer-systems,08ea75d0b39da8eeca1e9129c75c386e	Soltec Computer Systems	Soltecsys
sungard-availability-services-uk,08ea75d0b39da8eeca1e9129c7b42302	SunGard Availability Services UK	sungardasuk
the-upgrade-place,907373444553d8ee3bfe8778cd27287a	The Upgrade Place	TheUpgradePlace
york-technology-association,40effe5288e80a75577c6fc058856b2f	York Technology Association	yorktechCA
