a-to-z-learning,5fae06029bbe793553b81c6aca017afd	A to Z Learning	learnatoz
allied-schools,5fae06029bbe793553b81c6aca57d618	Allied Schools	AlliedSchools
allied-worldwide-limited,5fae06029bbe793553b81c6aca57ea2a	Allied Worldwide Limited	AlliedAWL
altova,5fae06029bbe793553b81c6aca613aab	Altova	altova
bioregional,fb79c1faa23e6537889b8b58ca0b1383	BioRegional	BioRegional
clove-technology,fb79c1faa23e6537889b8b58cadae588	Clove Technology	clovetechnology
cloverpoint,fb79c1faa23e6537889b8b58cadb2346	CloverPoint	cloverpointvic
computaris,fb79c1faa23e6537889b8b58cafb5f3c	Computaris	ComputarisTeam
conde-systems,c61e6a5dd61ef3ac28d02c864e006b8b	Conde Systems	condesystems
cooper,c61e6a5dd61ef3ac28d02c864e12a9f3	Cooper	cooper
corporate-communications,c61e6a5dd61ef3ac28d02c864e194706	Corporate Communications	corporatecomm
database-architechs,c61e6a5dd61ef3ac28d02c864e53384e	Database Architechs	DBArchitechs
database-architechs,c61e6a5dd61ef3ac28d02c864ec6e820	Database Architechs	DBArchitechs
dmn3,4b9962595d7ff850d591b39c000b71c6	DMN3	DMN3
dmn3,c61e6a5dd61ef3ac28d02c864e97712a	DMN3	DMN3
edulang,4b9962595d7ff850d591b39c004c58a1	Edulang	brad5patterson
eic,4b9962595d7ff850d591b39c0052682c	EIC	eicinc
elvior,4b9962595d7ff850d591b39c005eda06	Elvior	elviortesting
eset,4b9962595d7ff850d591b39c00872719	ESET	ESET
etq,4b9962595d7ff850d591b39c008daa12	EtQ	etqinc
focus-online-2,4b9962595d7ff850d591b39c00ed6a53	Focus-online	dsunglasses
gfi,bb00443be334273f59d3ef19d13e78b4	GFI Software	gfisoftware
global-technology-associates-inc,'bb00443be334273f59d3ef19d1502012	Global Technology Associates, Inc.	gtafirewalls'
greenpages-technology-solutions,bb00443be334273f59d3ef19d1781223	GreenPages Technology Solutions	GreenPagesIT
healthcarefirst,bb00443be334273f59d3ef19d1a0179d	HealthcareFirst	HEALTHCAREfirst
icon-systems-2,bb00443be334273f59d3ef19d1e6f0a1	Icon Systems	iconcmo
imagetec,bb00443be334273f59d3ef19d1fb8841	Imagetec	ImagetecLP
insource-technology,597e595b22c7371d2769eb1fa02a0b3c	Insource Technology	InsourceTech
integrant,597e595b22c7371d2769eb1fa03063c9	Integrant	integrant
intershop,597e595b22c7371d2769eb1fa03ffa49	Intershop Communications	intershop
itelecenter,597e595b22c7371d2769eb1fa05f007b	iTeleCenter	iTeleCenter
judy-niemeyer-quilting-2,597e595b22c7371d2769eb1fa085450d	Judy Niemeyer Quilting	quiltworx
kanguru-solutions,597e595b22c7371d2769eb1fa0936ac2	Kanguru Solutions	kanguru_news
kmi-consultants,597e595b22c7371d2769eb1fa0af54e2	KMI Consultants	Lee_Green_KMI
laudontech,597e595b22c7371d2769eb1fa0d02417	LaudonTech	LaudonTech
logos-research-systems,83097a0e1641e8eda5b5ac717e0cccf4	Logos Bible Software	logos
mapmyindia,83097a0e1641e8eda5b5ac717e389fb6	MapMyIndia	mapmyindia
markzware,83097a0e1641e8eda5b5ac717e4020fc	Markzware	Markzware
monarch-digital-recruitment-2,83097a0e1641e8eda5b5ac717eaa28d4	Monarch Digital Recruitment	MonarchJobs
natures-gold,'83097a0e1641e8eda5b5ac717ef08096	Nature''s Gold	naturesgoldblp'
north-star-inc,e054627bc6b1f1d8cb812cce422dfc5d	North Star Inc	denvervoip
numerex,e054627bc6b1f1d8cb812cce423c3421	Numerex	Numerex
openlink-software,e054627bc6b1f1d8cb812cce426b72c5	OpenLink Software	OpenLink
parkerwhite-brand-interactive,e054627bc6b1f1d8cb812cce429a62e9	ParkerWhite Brand Interactive	parkerwhite
pointlogic-2,e054627bc6b1f1d8cb812cce42eb2adf	Pointlogic	pointlogic
prismtech,5885c8f942b2d53de0f9ff90e10bd233	PrismTech	prismtech
riverside-appraisal-company,5885c8f942b2d53de0f9ff90e1941028	Riverside Appraisal Company	KimDenton
scs-group,5885c8f942b2d53de0f9ff90e1d3e34d	SCS Group	groupscs
smarthome,08ea75d0b39da8eeca1e9129c738527c	Smarthome	SmarthomeInc
stantive-technologies-group-inc,08ea75d0b39da8eeca1e9129c78c51bc	Stantive Technologies Group Inc.	stantive
tabs-fm-ltd,08ea75d0b39da8eeca1e9129c7d3d43e	TABS FM LTD	TabsFM
techmaine,08ea75d0b39da8eeca1e9129c7ee4b72	TechMaine	TechMaine
the-pace-partners-llp,907373444553d8ee3bfe8778cd1f5767	The PACE Partners LLP	pacepartners
three-rivers-consulting,907373444553d8ee3bfe8778cd395d95	Three Rivers Consulting	KentBeck
train-of-thought,907373444553d8ee3bfe8778cd635137	Train of Thought	TrainOfThoughts
travelpapa,907373444553d8ee3bfe8778cd6afa9b	TravelPapa	travelpapa
